identifier,coordinate
814cc0a5-7af8-4c85-8989-18acfe0fa001,976.93738
0bd1c2b6-4483-4bac-8d44-24e5342d6f2b,976.17753
331e1d81-1329-4c3d-a519-36034b5bbe7e,975.42132
654c6051-5f2e-4920-8f91-1fbc4e28a482,974.66371
53f10c09-bd61-436e-a7cc-15c84bb9aaaa,973.90069
dc07f1a5-5fac-4774-9b24-873deb611222,973.13557
5fab74b8-fd52-4bd2-ad52-e3e2ce3c1f4f,972.37539
235a8653-95b1-41c4-9635-c378dc65044d,971.61295
247e024a-039f-4eee-8972-84f4852358b9,970.85148
c9f5e62a-9293-4f15-bbb1-c6045538f2f0,970.09159
d03d5d1b-e793-491b-82dc-9ded9d698cd5,969.33169
a7da7311-5114-42bf-9b44-30dbad820958,968.57180
5b1c1ff0-6a2d-46eb-902d-634f72cdf4ad,967.81303
a31a99b1-bab8-41dd-a1fb-a89b246c5e62,967.05313
a8829b6d-d3dd-465e-bc88-16e220a7f018,966.29764
76062185-884a-4219-b17f-0cf79a8946c5,965.54411
ab16ac92-f3f8-4550-819e-29b0d9aee20f,964.78822
5073b8d7-fc69-44a1-b9c2-544c92f2b816,964.03163
ae9f49ff-82ea-43c3-929a-9adbd508555c,963.28478
7cee0199-69f3-4dee-9e37-838b79a907cf,962.53031
896792e3-01e5-4be2-9bd3-6984f48c1ddb,961.77249
9748bb23-48e3-4b71-9707-eb11c54958c3,961.00203
bebd9052-9f79-4ea8-9574-aae3e823d215,959.81775
b0d40af7-a813-4846-b3ce-351154aeda61,958.63990
92307bde-7198-43a0-a521-a6334a839f2a,957.46032
647cd7a4-d434-48a7-9950-2f8b762838ce,956.28163
d9a4c04f-2966-4fa5-a8bc-1356f2118b74,955.10295
3e124be8-143d-4cf7-88dd-5ecc101b0637,953.92426
6f96212b-f0b1-4567-833a-9b23b97dd1c2,952.74560
0861d725-bd83-4164-9147-8a43f974d8d4,951.56644
c52ca325-9e47-4e6f-820b-04c2a4f61f82,950.38788
40588e15-d513-45b0-8bf2-9bff2bc5ab0c,949.20933
0345b86a-7112-45bd-ad72-17467cb0ab70,948.03076
d655be0d-65b6-49bc-8b13-1b0e81b5b437,946.85218
10ce4e22-54bd-40d8-b7de-a247a67d13e2,945.67359
d86343cd-6b30-45fc-9738-e91433ef161e,944.49337
76b58637-220c-486e-b63c-63865dc75906,943.31396
7851ee03-1e94-4f3f-990c-7bf28d12e659,942.13530
dcfdd704-a53f-4554-bdad-6ad3d5f1c344,940.95657
c18e4d62-97bc-4bbd-b915-f20569700dd5,940.29048
1408d41b-a803-45b5-981d-f385bd0d87b3,939.62747
dabc4c28-55d9-4576-9586-721f9ed4b3f3,938.96446
0720cd8e-70d5-45d2-8be4-85d27c6054a9,938.30131
2f7cab2a-9121-4245-867e-9763b21314d2,937.63798
44c8ac85-77ec-49f4-b7b0-c18a1b9fb3c3,936.97308
8305053e-7fa5-4121-bf53-d8d63e88d3e0,936.31024
c5e76a4b-7723-4333-8db9-24163a868540,935.37159
b6cfa69c-e102-42f6-934b-8dfffbf601c0,934.43291
de8fc694-3289-4fde-bf8d-77ea76393405,933.49422
ab459e5c-1126-4fa2-8f83-7f7c9624b8fc,932.55553
2e5608ca-60bb-4084-bc53-e9bb0e0ea423,931.61685
e345de2c-2b17-4d4c-a655-237296dcd100,930.67530
a0f0507d-915e-4763-8e59-ad92543cb1b8,930.05965
3703592f-c25d-400c-adf3-96acb6223cd1,929.44399
2f9b9caa-ad51-4174-8172-d08e144ed2a4,928.82834
93f15c5c-836a-4ed0-9878-6b314e57c628,928.21269
79e07496-188b-47db-ade0-26dd0da94371,927.59703
550779cf-5a48-48e7-9345-658ae0ff0e1f,926.98138
63912e46-614e-42a8-954f-9c37195fd614,926.36573
2cc6d8aa-da22-410d-b0bd-ba77e28d4510,925.75008
c282d1f8-8e20-462c-80ec-79bb0bfef808,925.13442
0ec90a29-29b0-4ef4-92a9-b9cbaaf1df1b,924.51877
ceaa1632-6e74-4c3b-a6e9-47ef5d30eae3,923.90312
0dc95b8d-2e14-4172-8c31-7b7a98543ec4,923.28746
3d0fdea9-09ac-4aa5-9ac1-4877c258049e,922.67181
e884d284-141b-4411-bff2-09fad5fdc657,922.05616
338cdcb2-36b3-4210-85db-16e06cc13bb8,921.44051
d4f5c43f-d729-4136-9b3c-de4935f150ce,920.82485
e191e04e-ba53-44a1-ba56-c325823e5c8e,920.20920
ee17436c-b77f-4bbf-a637-09ecd3520e01,919.59355
bdb9088d-c87e-4fd5-8daf-783c756cd5e1,918.97790
6a2edf69-d1eb-46df-a3d9-4478176eeb84,918.35937
a903de2e-8a9a-4f6f-abec-e36d77d4c3a4,917.52816
5ac44962-1884-4726-8cd7-45d6f1bad2d8,916.69696
76eaf465-92f2-441b-a973-f44f28bfb6c3,915.86575
dcb18221-3209-4c8b-a380-8c88f9f056dc,915.03455
fa832355-505c-40eb-99e6-ab220624710c,914.20229
e046dac5-2ff0-4a83-b37e-7ed3dc52d7e8,913.37078
af379995-ba95-414c-8764-f1e6dc5b56e0,912.53925
31c01550-e870-409f-b4da-410dade40638,911.70728
4db627e0-8fe8-4aaf-bf9b-c0f20d6ba295,910.87579
9e15ee34-52c1-4bac-b55b-3fdec37bb3cb,910.04425
ca2cef57-33d2-4afe-a6f5-8796c0847ced,909.21272
01827ca8-6686-45ff-b660-479dc88f451f,908.38119
451ef795-f343-4c09-a6a8-1947bd86312d,907.54965
3bc26ab7-8626-4ad4-9981-62e992d602ee,906.71812
cb27c2b5-f8e6-436a-9ae4-1eb4bf600d48,905.88675
435cf4a9-5b76-46ca-8059-6639bdbefb1e,905.05521
c297a56e-4c55-42a0-9cad-cfda3b9afb89,904.22368
519eb4f0-eb40-45fd-bd73-5ca71a8f80d9,903.39215
9df316a8-1587-433b-b1dc-83cca3783319,902.68764
3542e05e-6864-4d89-9730-4fdfb3546364,901.98318
d6e527f4-8dba-48ba-9f07-f56910d4c730,901.27871
25000578-ef75-40f1-b28c-ac4003f342ea,900.57422
a9308d4c-b141-42e1-9fcb-247b4ced8780,899.86717
ee87160d-202c-4569-8115-5cc41f56de2e,899.15938
2d04b4db-5383-4d6e-b62f-729728122f38,898.45145
14b0e8d3-8ebf-4303-ab79-aee6dac904ac,897.73948
37c853cd-481f-483b-89ed-ce03b9dc605b,897.02274
e09a6bc4-711b-4151-a4e7-f37028b683c5,896.30932
6d296ac2-cd3a-4400-9c7d-c11ca6292856,895.59734
92bdf416-0030-4279-9f86-33726d9d9da3,894.89022
3e6ec8a3-07be-4e00-846f-84a5b27f2d2f,894.18508
4097c77c-5f2a-41d3-97ed-5922ce193501,893.48112
d018f5d4-6630-43b0-a885-a5b7af3dcfa0,892.77691
ff72126f-e77f-4724-8251-39c52033665c,892.07269
4cb05c31-a49f-4522-a238-1d927a8453b9,891.36848
25710477-9b22-4b2e-8a24-e219029eb619,890.66427
623a05ed-2b05-4f9d-850f-6a1b89e71e24,889.96005
9b95ed30-d3d0-4184-9d9b-65c8ebe3edb0,889.25584
7b2ce2a8-11ac-4135-a97a-204d8dfc6e6d,888.55163
acc8977a-e953-4cc8-9ad6-eef7d7e8e13b,887.84729
71448294-5b26-4c1a-97b9-6469df15cc9e,887.14308
4290357c-17f5-4cd0-8bfe-a1835b6ca786,886.43887
75233ff2-f0d4-411d-950f-5c7cad61d62b,885.73466
c8310736-cda1-4a0b-8ed8-6404ecde4e06,885.11121
3a3d807b-92a9-461d-a1db-ab5d2b6aef0f,884.48774
c286ac06-e3ea-413c-b940-50d09a9a65f0,883.86517
9a282d02-2862-4cf6-b324-537770b2ecd7,883.24173
85ba00d5-2ed6-4d57-b913-c9418bda61e7,882.61988
e940c817-e0e2-4180-aabd-77ec53bfe55e,881.99879
6954187c-0022-4ce6-bdcb-fb1330c5581b,881.37534
36ad7216-eb04-4c2d-b58c-ce657abd55b9,880.75116
681a0b21-f63b-4518-aa3d-2aa1e9a37349,880.12769
7afe2374-997f-4c1d-98b7-73e170891e9c,879.50235
061bcd24-8f4c-405b-94ee-477ea77d76f3,878.90009
7c90fa99-c208-4b6b-bef9-8e57b8bf131d,878.29578
4ce3aed3-1b2f-4024-b22b-402a0974e69b,877.68417
fb89c945-61f5-45cd-ac52-c149ec86b0b0,877.08288
7e7cbcf9-1f10-4f87-9060-144dd21d0327,876.48047
cf186ca7-696b-4499-8c9f-177533d35cc6,875.87810
f846146a-0107-45e6-a052-789fe8b1fe4a,875.27573
135090cd-df13-4754-b81f-9c95347b9114,899.42291
498b9931-e37b-4646-902f-53dbbb25ce40,898.32413
1d0f09c3-3ac8-44cf-a1a5-5a8e9fe7f8ad,897.26529
d6988f51-2ca5-4e33-99e9-4d4df2bb0b71,895.74752
4fd9e046-3184-4d5d-8599-a9853698ab5a,895.37905
d657ec3a-ab91-4276-a7bc-d460327a3fb0,895.00720
17235331-c259-49fd-a824-25a9cf22052c,894.63752
60cc07ff-6689-421c-ba20-b87459ff2576,894.26876
352f0e02-0cbd-4b8d-9fe5-40d52f6a74ed,893.90000
666e689e-8d31-49fb-9247-d6eecf57443d,893.53150
1fc3f57d-9a68-46bc-b3c7-771e6ac2c4e8,893.16274
cf61d8be-7b2a-4f62-ba34-5b5ef38b73db,892.79398
026daa77-72d4-481d-a3bf-57cac2a99d20,892.42522
19494840-4af9-4b88-850e-79c5d6053517,892.05647
26dbad12-249c-414e-8fdd-369766960c21,891.68771
aa929cc7-694f-4eeb-9dfc-fe537f7d1ecc,891.31895
2381721d-5c69-4d77-945c-5315d912be13,890.95019
fdeace15-d72f-4cce-947f-98ada4fdb24e,890.58144
f407767a-e883-4883-a06e-004ad7b35711,890.21268
b4efd0f5-6486-4a1e-b59a-d180b916daa1,889.84392
e15e5108-bb3b-4841-8aaf-cb594af1b657,889.47516
f0d6de88-9ce2-401f-a047-669e2f929097,889.10640
e78f5181-4949-4fa1-8127-8c58a2e2816c,888.73765
6380774d-2236-476c-89d0-04ad48f08f04,888.36889
85c78d32-abc7-4084-bd78-afef1b026c84,888.00001
8660581b-7ac2-40fc-a4fd-773ab0d8b931,887.63125
ba7760d3-7963-4da9-959c-97db4b77b9a3,887.26250
d3afb8bf-2b6c-4d92-8ad3-6b18609bb303,886.89374
0dc47f33-7627-4d21-9504-c8c7cd7d478e,886.52498
59f2d6b1-64cd-45f2-a1fc-c64f8052b96d,886.15622
88a9df5c-580a-4e68-92df-e634ba5d8046,885.78747
45e413b2-f2f1-457c-ba35-6646600c29e4,885.54371
0123b0a5-5c58-453f-87b0-73b2b6f7f334,884.85244
a283cb86-499d-4440-af1e-948854f97d38,883.99150
dfe65dbb-8d8c-4723-aa91-da674e5334e6,883.12970
e82a3d0d-0d78-4e8a-922a-80ca450a28df,882.26953
c0cb05ed-0f42-479d-b748-e746e7e50c77,881.41003
6b4558bc-3d86-4b87-b855-e46a464a5e97,880.54749
2cbd137d-fac3-490d-91db-b436ae8ffaf1,879.68374
baebad36-7632-4541-9a79-e2de6579a5c0,879.09101
d105efed-e59a-4841-b6bb-363605940f8a,878.49576
9f8e29af-9ad9-4f83-866c-bb23c82aa088,877.89419
4d349085-bd6b-4577-ae02-79b47c399910,877.30138
7311965a-e90d-4543-b845-9608705b3059,876.70961
2266f393-285f-48a5-9d06-ee41e9a63693,876.11673
431081fa-1c89-46b4-a783-9c94af52573f,875.52389
4ceebd9c-f402-4f63-a2f9-d66971c28dc9,874.93106
4ef13546-1642-4a58-a590-ca3446a1e358,874.33822
a44f261b-3cc2-4030-9dab-5cf123aaef47,873.74073
9b10f0ad-dd3b-49c1-bd9f-79a133ba46f1,873.13953
11d62135-0a19-4f43-8450-67719ab649b8,872.54067
511b2c7b-b85f-4eaf-ab1f-34f7d1a22bda,871.94655
3d6b3c0b-6cf3-4cd9-a654-b3d88955f700,871.35372
5025f360-a936-4304-a5f3-c677ae70cb0e,870.76089
0c599ca9-9bf1-4a5e-adac-a742ac5099bc,870.16806
edc5d706-4ada-4f4b-8776-9131da3240a6,869.57523
3ca014cb-d0da-4cb5-857b-2c5c881739ec,868.98241
e7a05fc8-8e6b-4a2c-b7ba-6bc927a5f798,868.38958
16a43d92-6384-4180-a440-7e719310f0e4,867.79674
7fdb23e5-4b16-4970-b35a-355319a7bda5,867.20388
cbaa01fd-200f-4393-ab85-f1842380dd29,866.61369
f2f48567-4ff3-4a28-b264-d90e4bba7f34,866.02539
d0636065-6bae-4a0d-aaa5-981a8a9e8a87,865.43610
76b8c2f1-b47b-4d61-bde8-dbb9c06ef4c6,864.84327
ae56ddc5-8fa7-4563-a308-e78d22421af4,864.25044
7f4c47f3-0636-4603-8a05-d7eca30270f5,863.65804
5eb13d56-566d-4d0a-b437-6e46ef4756ea,863.06522
e4bb1295-3990-4b41-b216-da5a0a27c9eb,862.47240
3744d0e0-6f2d-43a6-b928-8757bac598dc,861.87845
22f965cd-b9e4-41d5-988e-aa85deabea0d,861.28562
26870be7-f2b4-4eae-9343-fe961c77db8e,860.69376
524298d3-9123-4ad3-ac68-f07167d91a39,860.10356
33cff870-c1c1-4923-94c2-e87357f7a5d7,859.52457
86a1f916-dc62-40f8-a622-d419c5103d01,858.93678
72c00ff9-f9ea-47fd-9d57-641ebe41dd9b,858.36817
71b9dabb-88b4-464e-932f-e8c157f14df2,857.79279
bba43d7d-c328-45a4-8e0a-9b1f2e35cbca,857.21201
e8e71f1a-438e-4efa-a435-1133c6f9bc95,856.61947
7f8abe8a-4c10-4118-ac6c-adb3fc1f7593,856.02694
c40928a6-c84e-4173-910e-7d433b35712a,855.43441
537796ec-881a-43c9-aecc-07ccb13b90b9,854.84479
940c455f-2e93-4447-9ac7-2c0c2b9f4e00,854.25199
045820fb-999d-40ab-9878-5ba5688a40af,853.66022
a493ccaa-89f1-487f-8198-c57389237488,853.06557
618b4ed1-6d44-40b7-8ebf-2dad44c23d03,852.20113
12519686-0c65-4135-b5a4-ef669d29657e,851.33225
1128e0f2-b2e2-4c9b-9e25-fc1bd0535f3c,850.46822
14bc2893-d92f-4fb2-81dd-bfe2aacdb9c8,849.59078
801a3175-dcba-41b3-9a94-6658384881c3,848.72472
