id,label,coordinate,street_side,hidden
878,8532,87.98366,s,False
879,8544,86.37711,s,False
880,Alta Loma Road,83.84664,s,False
881,8560,82.21980,s,False
882,8570,80.44760,s,False
883,8590,76.68867,s,False
884,8600,75.41326,s,False
885,Sunset Plaza Drive,72.76316,s,False
886,8618,71.99180,s,False
887,8620,71.41905,s,False
888,8624,70.70371,s,False
889,8632,70.09307,s,False
890,8634,69.80788,s,False
891,8640,69.56626,s,False
892,8644,68.74239,s,False
893,8660,66.64455,s,False
894,8700,66.22944,s,False
895,8704,65.44914,s,False
896,8710,64.40742,s,False
897,8720,63.56374,s,False
898,8730,62.48557,s,False
899,8746,60.38945,s,False
900,8752,59.45229,s,False
901,8760,57.32730,s,False
902,8768,55.94132,s,False
903,8776,54.47340,s,False
904,8782,53.38019,s,False
905,8784,51.89167,s,False
906,8788,51.30149,s,False
907,Holloway Drive,50.18997,s,False
908,8800,49.75198,s,False
909,8810,49.34400,s,False
910,8816,48.34915,s,False
911,8814,48.65018,s,False
912,8820,47.93153,s,False
913,8826,47.21619,s,False
914,8828,47.00626,s,False
915,8840,45.98592,s,False
916,8844,44.65267,s,False
917,Larrabee Street,43.66080,s,False
918,8850,42.99621,s,False
919,8852,42.18818,s,False
920,8860,41.43719,s,False
921,8866,40.46201,s,False
922,8868,40.06988,s,False
923,8870,39.72132,s,False
924,8872,39.43309,s,False
925,8876,39.21524,s,False
926,8878,38.62018,s,False
927,North San Vicente Boulveard,37.65678,s,False
928,8906,35.85624,s,False
929,8912,34.47002,s,False
930,8920,33.14600,s,False
931,Hilldale Avenue,31.64143,s,False
932,8960,30.72050,s,False
933,8964,29.83484,s,False
934,8966,29.16544,s,False
935,8970,27.31331,s,False
936,Hammond Street,25.99859,s,False
937,9000,24.24206,s,False
938,9016,22.48890,s,False
939,9022,21.46460,s,False
940,9026,20.42446,s,False
941,9030,19.75110,s,False
942,9034,19.40412,s,False
943,9040,17.69221,s,False
944,9056,15.35677,s,False
945,North Doheny Drive,14.21788,s,False
946,9100,13.01831,s,False
947,9110,11.21213,s,False
948,9120,10.23299,s,False
949,9122,9.76164,s,False
950,9124,9.48833,s,False
951,9126,9.03283,s,False
952,9128,8.73972,s,False
953,9130,8.46166,s,False
954,9134,7.79226,s,False
955,Carol Drive,6.98771,s,False
956,9158,4.14821,s,False
957,9160,3.64913,s,False
958,9162,3.18966,s,False
959,9170,2.87279,s,False
960,9172,2.64305,s,False
961,9176,0.89550,s,False
962,Cory Avenue,0.00997,s,False
965,2144,765.36096,s,False
967,3236,688.21767,s,False
968,2427,743.03485,n,False
969,3818,651.30700,s,False
970,1459,832.64065,n,False
971,3822,650.91447,s,False
973,3814,652.16968,s,False
974,3818,651.30700,s,False
975,3820,651.03248,s,False
977,3816,651.62063,s,False
978,3822,650.91447,s,False
979,3812,652.89980,s,False
980,3824,650.79688,s,False
981,3814,652.16968,s,False
982,3816,651.62063,s,False
983,3824,650.79688,s,False
985,1555,814.19913,n,False
986,3112,698.83302,s,False
987,3114,698.65826,s,False
988,3116,697.57303,s,False
989,3116,697.57303,s,False
990,4301,624.17530,n,False
993,2911,708.74348,n,False
994,2901,710.12348,n,False
995,2905,709.33348,n,False
996,2903,709.54848,n,False
997,2907,709.03848,n,False
998,4329,619.95031,n,False
999,4325,620.40310,n,False
1000,4327,620.18559,n,False
1001,2919,707.75348,n,False
1002,2925,706.41348,n,False
1003,3436,676.19533,s,False
1004,3440,675.62352,s,False
1005,3432,676.51764,s,False
1006,3438,675.84739,s,False
1007,3141,693.98435,n,False
1008,1522,820.59908,s,False
1009,2429,742.78672,n,False
1011,2435,742.02217,n,False
1012,2431,742.63856,n,False
1013,2147,767.03217,n,False
1014,2145,767.79717,n,False
1015,2149,766.72217,n,False
1016,3400,681.28559,s,False
1017,3404,680.63480,s,False
1018,2815,719.01217,n,False
1019,1394,845.30981,s,False
1020,1398,845.03241,s,False
1021,1396,845.15485,s,False
1022,1392,845.43226,s,False
1023,1316,859.33610,s,False
1024,2904,709.89780,s,False
1025,2900,710.09531,s,False
1026,1532,817.37004,s,False
1027,2222,755.65587,s,False
1028,2148,764.90270,s,False
1029,1727,799.93913,n,False
1032,1548,814.85638,s,False
1033,1472,830.30426,s,False
1034,1291,863.81565,n,False
1035,2616,734.12263,s,False
1036,1130,891.31631,s,False
1037,1529,819.07316,n,False
1038,1714,801.33837,s,False
1039,1467,830.78007,n,False
1040,4398,609.43361,s,False
1041,1228,874.52986,s,False
1042,2155,766.04523,n,False
1043,2133,769.12522,n,False
1044,1416,839.79215,s,False
1045,2826,716.41319,s,False
1046,925,912.87565,n,False
1047,4407,604.97229,n,False
1048,1422,838.80480,s,False
1049,4116,634.36909,s,False
1051,3040,703.58238,s,False
1052,4381,608.77500,n,False
1054,1100,895.32479,s,False
1055,1029,903.53554,n,False
1057,3612,665.31513,s,False
1058,2607,734.98217,n,False
1059,1813,795.80022,n,False
1060,1236,872.65061,s,False
1061,1542,815.65761,s,False
1062,2200,759.74242,s,False
1064,1206,877.80489,s,False
1065,1298,862.54632,s,False
1066,1074,898.87438,s,False
1067,1530,817.55160,s,False
1068,1269,867.72685,n,False
1069,1255,870.27978,n,False
1070,3333,682.52941,n,False
1071,2508,739.34536,s,False
1072,2112,771.24343,s,False
1073,4359,612.79148,n,False
1074,1554,813.74142,s,False
1075,3734,656.27492,s,False
1076,2613,734.08717,n,False
1077,3318,685.01309,s,False
1078,4464,595.97735,s,False
1079,1062,900.03950,s,False
1080,4326,619.60879,s,False
1081,1704,803.40076,s,False
1082,1078,898.36319,s,False
1084,3308,686.62873,s,False
1085,4114,635.23120,s,False
1086,2127,770.58022,n,False
1087,4409,604.70106,n,False
1088,2134,767.71172,s,False
1089,1509,822.61978,n,False
1090,1288,863.64367,s,False
1091,3815,652.23870,n,False
1092,1492,825.90397,s,False
1093,1561,813.46278,n,False
1094,3131,695.74435,n,False
1095,3140,695.38119,s,False
1096,1400,842.36865,s,False
1098,4323,620.72106,n,False
1099,1516,821.09493,s,False
1100,2624,732.72322,s,False
1101,1288,863.64367,s,False
1102,1504,824.18287,s,False
1103,1381,848.12065,n,False
1106,2202,758.91793,s,False
1107,1622,806.53614,s,False
1108,3534,669.56276,s,False
1109,1619,807.51913,n,False
1110,1806,797.03364,s,False
1111,2751,722.55217,n,False
1112,4007,640.95000,n,False
1113,4009,640.93000,n,False
1114,3801,653.66870,n,False
1115,1535,817.36775,n,False
1116,3430,676.71314,s,False
1117,3316,685.33809,s,False
1118,4226,627.74695,s,False
1119,3123,696.91435,n,False
1120,1562,813.11519,s,False
1121,4335,619.12548,n,False
1123,1600,810.23361,s,False
1124,3510,672.36497,s,False
1125,3337,681.82152,n,False
1126,2222,755.65587,s,False
1127,1541,816.03413,n,False
1129,1533,818.72913,n,False
1130,1412,840.77236,s,False
1132,4330,618.99734,s,False
1133,3231,688.79152,n,False
1134,1438,835.94011,s,False
1135,1608,808.81973,s,False
1136,3513,670.98565,n,False
1137,1236,872.65061,s,False
1138,1514,821.26981,s,False
1139,3120,697.18484,s,False
1140,3339,681.50652,n,False
1141,1536,816.61992,s,False
1142,1064,899.87142,s,False
1143,2838,715.20805,s,False
1144,2114,770.96059,s,False
1145,2002,783.33677,s,False
1147,3128,696.46677,s,False
1148,3028,704.55177,s,False
1149,2015,780.09522,n,False
1150,1308,860.51406,s,False
1152,1721,800.60413,n,False
1153,2908,709.12527,s,False
1154,1391,846.88909,n,False
1156,4015,639.42000,n,False
1157,1315,859.22065,n,False
1158,1477,828.44995,n,False
1159,4427,601.69000,n,False
1160,3640,662.16576,s,False
1161,1841,793.39022,n,False
1162,1825,795.59774,n,False
1165,2113,772.62952,n,False
1166,1446,834.40629,s,False
1167,2843,714.69674,n,False
1168,1432,837.16260,s,False
1169,1512,821.66318,s,False
1170,4312,621.98336,s,False
1171,4224,628.09706,s,False
1173,1484,827.72495,s,False
1174,1500,824.65636,s,False
1175,1722,800.31855,s,False
1176,1571,811.98913,n,False
1177,2109,774.03430,n,False
1178,1386,846.10376,s,False
1179,1528,818.03093,s,False
1180,1308,860.51406,s,False
1181,1827,795.37200,n,False
1182,2621,731.98717,n,False
1184,4439,599.91447,n,False
1186,1301,860.72565,n,False
1189,1242,872.00667,s,False
1190,2209,762.43217,n,False
1191,1700,803.82335,s,False
1192,1918,787.32566,s,False
1193,1257,869.83598,n,False
1194,1634,805.29049,s,False
1195,3516,671.56553,s,False
1196,1612,807.95696,s,False
1199,4417,603.16085,n,False
1200,1463,831.90913,n,False
1201,3725,657.83370,n,False
1202,4582,580.39806,s,False
1203,2512,738.60625,s,False
1204,2213,761.96217,n,False
1205,1282,865.03854,s,False
1206,1627,806.00802,n,False
1207,4225,626.61433,n,False
1208,2125,770.68522,n,False
1209,2615,734.57613,n,False
1210,2239,757.23717,n,False
1211,3100,700.11035,s,False
1212,4419,602.65118,n,False
1213,4532,587.55807,s,False
1214,2111,773.41394,n,False
1216,4391,606.18000,n,False
1217,2701,730.99630,n,False
1218,2022,779.57005,s,False
1219,1068,899.33370,s,False
1220,3921,644.80473,n,False
1221,4215,628.55276,n,False
1222,3206,693.17231,s,False
1224,1271,867.50338,n,False
1225,3329,683.37412,n,False
1226,1414,840.49526,s,False
1227,4334,618.16090,s,False
1228,1210,877.46757,s,False
1229,3322,684.52006,s,False
1230,1274,866.84154,s,False
1231,1540,815.85449,s,False
1232,1293,863.57565,n,False
1233,1572,812.05107,s,False
1234,1501,823.58682,n,False
1235,3032,704.17971,s,False
1236,2813,719.74717,n,False
1237,1218,875.49868,s,False
1238,4300,623.95218,s,False
1239,3310,686.25662,s,False
1240,1626,805.86576,s,False
1241,1466,831.17811,s,False
1243,4212,629.83930,s,False
1244,2206,757.71811,s,False
1245,2148,764.90270,s,False
1246,4413,604.34605,n,False
1247,2124,769.34950,s,False
1248,4445,598.21609,n,False
1249,2100,773.37795,s,False
1250,2845,714.54391,n,False
1251,1461,832.34413,n,False
1252,2852,712.27123,s,False
1253,3016,705.74684,s,False
1254,1306,860.74154,s,False
1255,4304,623.52303,s,False
1256,1226,874.98713,s,False
1257,1308,860.51406,s,False
1258,2170,761.77374,s,False
1259,1348,853.49852,s,False
1261,4562,583.78911,s,False
1262,4366,611.75627,s,False
1263,3303,686.81652,n,False
1265,3200,693.66857,s,False
1266,1452,833.88199,s,False
1267,4510,590.50635,s,False
1268,4517,588.73458,n,False
1269,2854,711.98218,s,False
1270,2227,759.13217,n,False
1271,3920,645.35085,s,False
1273,3103,700.02435,n,False
1274,1606,809.14703,s,False
1275,1054,901.31071,s,False
1276,2223,760.55951,n,False
1277,1280,865.21096,s,False
1279,4598,580.51507,s,False
1281,4011,640.72000,n,False
1283,1228,874.52986,s,False
1286,1457,832.86565,n,False
1287,1828,793.57307,s,False
1288,3132,696.16951,s,False
1289,4314,621.74829,s,False
1290,3511,671.37565,n,False
1291,4337,618.89020,n,False
1292,2204,758.13205,s,False
1293,1900,790.56542,s,False
1294,3037,701.06435,n,False
1295,1462,831.79114,s,False
1296,924,912.82796,s,False
1297,1136,890.33309,s,False
1298,2129,770.27022,n,False
1299,1214,876.49046,s,False
1300,1025,905.22065,n,False
1301,4524,588.44625,s,False
1302,3408,679.67244,s,False
1303,3720,657.34606,s,False
1304,3922,645.07561,s,False
1305,1538,816.37214,s,False
1306,2861,712.16891,n,False
1307,1901,788.47522,n,False
1308,4586,580.89746,s,False
1309,1539,816.84335,n,False
1310,1122,892.24645,s,False
1311,1236,872.65061,s,False
1313,1822,794.92087,s,False
1314,2920,707.83106,s,False
1315,3603,665.74978,n,False
1316,4588,580.62002,s,False
1317,1613,808.24248,n,False
1318,2237,757.53717,n,False
1319,1706,802.78135,s,False
1321,1160,886.61379,s,False
1322,1212,877.01312,s,False
1323,1310,860.33388,s,False
1324,2166,762.22078,s,False
1325,2028,777.43462,s,False
1326,2450,742.53850,s,False
1327,1436,836.26682,s,False
1328,4596,581.45482,s,False
1329,1280,865.21096,s,False
1330,4002,641.71930,s,False
1331,2233,758.14717,n,False
1332,2139,768.59022,n,False
1335,3731,657.05870,n,False
1336,1480,827.93722,s,False
1337,4546,585.08575,s,False
1340,1260,869.00964,s,False
1341,3302,687.42320,s,False
1342,1299,862.76565,n,False
1344,1207,878.47208,n,False
1346,2162,762.58895,s,False
1347,1708,802.23488,s,False
1348,4582,580.39806,s,False
1349,4208,630.62734,s,False
1350,2164,762.42079,s,False
1351,1331,856.77565,n,False
1352,4420,605.65941,s,False
1354,3929,643.27534,n,False
1356,3214,691.70656,s,False
1357,1530,817.55160,s,False
1358,4521,588.18093,n,False
1359,1707,802.83913,n,False
1360,1204,878.42730,s,False
1361,1294,862.83573,s,False
1362,2717,729.32217,n,False
1364,2500,740.63722,s,False
1365,4516,589.77797,s,False
1366,4429,601.46377,n,False
1367,2721,728.52336,n,False
1368,3600,666.86629,s,False
1369,4220,628.57536,s,False
1373,4211,629.49271,n,False
1374,2807,721.06217,n,False
1375,4376,609.88131,s,False
1376,3424,678.30173,s,False
1377,2251,757.15197,n,False
1378,3326,682.95468,s,False
1379,4120,633.70094,s,False
1380,3008,706.37093,s,False
1381,3313,686.33152,n,False
1382,1340,854.53110,s,False
1383,4441,599.18000,n,False
1384,1494,825.33346,s,False
1386,1292,863.18862,s,False
1387,1232,873.72493,s,False
1388,3912,646.64469,s,False
1390,1701,803.70913,n,False
1392,3500,673.86224,s,False
1393,1624,806.31046,s,False
1394,2128,768.47846,s,False
1395,2835,716.22174,n,False
1397,4220,628.57536,s,False
1398,1132,890.68855,s,False
1399,2151,766.43012,n,False
1401,3038,703.78155,s,False
1402,4206,630.92592,s,False
1403,1044,901.74409,s,False
1404,1289,864.42565,n,False
1405,1374,848.43635,s,False
1406,1449,835.94565,n,False
1408,1361,851.34893,n,False
1409,1310,860.33388,s,False
1410,1310,860.33388,s,False
1412,2510,738.75596,s,False
1413,2510,738.75596,s,False
1414,1240,872.32332,s,False
1415,4459,596.33000,n,False
1416,4308,622.56080,s,False
1417,4354,616.07506,s,False
1418,4530,587.78002,s,False
1419,1496,825.10104,s,False
1420,1070,899.17676,s,False
1421,4451,596.96109,n,False
1423,1925,785.93522,n,False
1425,2035,778.18739,n,False
1427,4005,641.59052,n,False
1429,3107,699.35435,n,False
1430,1920,786.97818,s,False
1431,3111,698.61935,n,False
1433,1216,876.26183,s,False
1434,1346,853.67222,s,False
1435,1273,867.34655,n,False
1436,4385,607.36000,n,False
1437,2741,724.39217,n,False
1439,3729,657.25870,n,False
1440,1454,833.31331,s,False
1441,2229,758.75217,n,False
1444,1807,796.67022,n,False
1448,2104,772.81228,s,False
1449,3327,683.76979,n,False
1450,1478,828.57879,s,False
1451,1803,797.81522,n,False
1452,2157,765.87216,n,False
1453,3325,684.19215,n,False
1454,4228,627.24271,s,False
1456,4230,626.92927,s,False
1457,1618,807.16258,s,False
1458,1486,826.67615,s,False
1459,1474,829.74475,s,False
1461,1251,870.77907,n,False
1462,3529,668.61478,n,False
1464,2500,740.63722,s,False
1465,1442,835.33140,s,False
1466,4437,600.03731,n,False
1468,3536,669.31214,s,False
1469,2831,716.52217,n,False
1471,1306,860.74154,s,False
1472,1487,826.65913,n,False
1473,4310,622.33811,s,False
1475,1290,863.47109,s,False
1476,3022,705.27333,s,False
1477,3514,671.73744,s,False
1478,2606,735.43930,s,False
1479,1486,826.67615,s,False
1480,3506,673.01387,s,False
1481,4550,584.62145,s,False
1482,1186,881.91329,s,False
1483,1453,833.69565,n,False
1484,1811,795.86522,n,False
1485,1234,872.93544,s,False
1486,3312,685.81071,s,False
1487,1809,796.33522,n,False
1488,4308,622.56080,s,False
1489,1564,812.94715,s,False
1490,1280,865.21096,s,False
1491,4124,633.30511,s,False
1492,2518,737.80138,s,False
1493,2421,743.65696,n,False
1494,2618,733.76496,s,False
1496,2502,740.16892,s,False
1497,4508,590.72833,s,False
1498,1537,817.09113,n,False
1501,904,916.82664,s,False
1502,4324,620.19288,s,False
1503,1562,813.11519,s,False
1505,1717,801.11913,n,False
1507,4527,587.90199,n,False
1508,3020,705.47250,s,False
1509,1557,813.93628,n,False
1510,2205,763.37026,n,False
1511,1912,790.14474,s,False
1512,1604,809.37264,s,False
1514,1524,819.06720,s,False
1515,3828,650.40235,s,False
1516,3508,672.61247,s,False
1517,1428,837.72017,s,False
1518,1520,820.79619,s,False
1519,3314,685.51236,s,False
1520,4330,618.99734,s,False
1521,3124,696.88760,s,False
1523,1069,897.57065,n,False
1524,2423,743.43471,n,False
1525,1275,866.85565,n,False
1526,4364,611.94950,s,False
1527,1234,873.09636,s,False
1528,1519,820.60167,n,False
1529,2610,734.74346,s,False
1530,3504,673.28253,s,False
1532,4303,623.30927,n,False
1533,1321,857.88565,n,False
1534,1712,801.78334,s,False
1535,4594,581.17738,s,False
1536,1568,812.64846,s,False
1539,1818,795.67106,s,False
1540,4210,630.23570,s,False
1541,1632,805.46528,s,False
1542,1406,842.15538,s,False
1543,2516,738.03145,s,False
1544,4566,583.12315,s,False
1545,1486,826.67615,s,False
1547,3823,651.13870,n,False
1548,1238,872.54697,s,False
1549,4319,621.14999,n,False
1551,3817,651.79370,n,False
1553,2837,715.41174,n,False
1554,3208,692.87420,s,False
1555,1286,864.15879,s,False
1556,1544,815.48262,s,False
1557,3502,673.63263,s,False
1558,4439,599.91447,n,False
1560,1220,875.32434,s,False
1561,2419,744.35131,n,False
1562,3012,705.99432,s,False
1563,1061,898.29565,n,False
1565,1261,868.04565,n,False
1566,1428,837.72017,s,False
1569,1000,904.06695,s,False
1570,4443,598.52109,n,False
1571,4520,588.89063,s,False
1572,2025,779.53752,n,False
1573,4332,618.47354,s,False
1576,3319,684.82652,n,False
1577,2612,734.51771,s,False
1578,2517,735.53717,n,False
1579,1712,801.78334,s,False
1580,4572,582.17983,s,False
1581,1548,814.85638,s,False
1582,3735,656.04870,n,False
1583,2906,709.51741,s,False
1584,1616,807.46121,s,False
1585,1830,793.34036,s,False
1587,4100,635.90331,s,False
1589,2506,739.67665,s,False
1590,1702,803.62653,s,False
1591,912,915.20607,s,False
1592,1156,887.08690,s,False
1595,4339,617.51000,n,False
1596,2858,711.52751,s,False
1598,1154,887.54398,s,False
1601,2500,740.63722,s,False
1602,1284,864.66111,s,False
1603,3210,692.17865,s,False
1605,3024,704.95013,s,False
1607,1280,865.21096,s,False
1608,1341,854.62796,n,False
1610,1410,841.14753,s,False
1611,3819,651.60870,n,False
1613,1034,902.39829,s,False
1614,1534,817.12226,s,False
1615,1380,848.06247,s,False
1616,1525,819.91829,n,False
1617,4531,586.84746,n,False
1618,1328,856.80343,s,False
1619,1288,863.64367,s,False
1620,3229,689.17435,n,False
1621,3903,646.68370,n,False
1622,1569,812.66851,n,False
1624,2212,756.77248,s,False
1625,1227,875.31775,n,False
1627,1377,850.19764,n,False
1628,4321,620.91492,n,False
1629,1294,862.83573,s,False
1630,2614,734.32017,s,False
1631,1044,901.74409,s,False
1632,3134,695.99631,s,False
1633,2927,706.39348,n,False
1634,2839,715.14174,n,False
1636,1208,877.69612,s,False
1637,4421,602.49590,n,False
1639,1531,818.89845,n,False
1641,2943,704.81935,n,False
1642,1382,847.93354,s,False
1643,4535,586.40355,n,False
1644,1320,858.72567,s,False
1645,4400,607.11607,s,False
1646,4341,617.16000,n,False
1648,1176,884.02172,s,False
1649,4592,580.67798,s,False
1650,3530,669.88557,s,False
1652,920,913.60921,s,False
1653,3705,660.06130,n,False
1654,4504,591.33871,s,False
1655,4506,591.00577,s,False
1656,1611,808.51893,n,False
1657,1829,794.71522,n,False
1658,1420,839.00211,s,False
1659,4312,621.98336,s,False
1660,1623,806.67841,n,False
1661,3512,671.98473,s,False
1663,2235,757.90717,n,False
1664,900,917.46026,s,False
1665,1202,878.53109,s,False
1666,3331,683.07652,n,False
1667,1138,889.87609,s,False
1668,1368,849.50615,s,False
1669,3706,659.79592,s,False
1670,1185,881.76962,n,False
1671,3910,646.91993,s,False
1672,1822,794.92087,s,False
1673,2110,771.86378,s,False
1674,2827,716.98674,n,False
1675,1716,801.09061,s,False
1676,3923,643.98870,n,False
1677,3235,688.11652,n,False
1678,4528,588.00198,s,False
1679,1332,0.00000,s,False
1680,1238,872.54697,s,False
1681,1120,892.65036,s,False
1682,1545,815.82913,n,False
1683,1621,806.92620,n,False
1684,3917,645.19761,n,False
1685,1288,863.64367,s,False
1686,4512,590.22212,s,False
1687,1384,847.20580,s,False
1688,2225,760.21217,n,False
1690,4356,614.94049,s,False
1692,2269,755.84549,n,False
1693,1296,862.62368,s,False
1694,2912,708.81264,s,False
1695,2830,716.07060,s,False
1696,2512,738.60625,s,False
1697,1229,873.02565,n,False
1699,1336,855.36073,s,False
1703,1076,898.52003,s,False
1704,1228,874.52986,s,False
1705,1816,795.82384,s,False
1707,3321,684.68152,n,False
1708,1801,798.07022,n,False
1709,1295,863.14065,n,False
1710,2207,762.92299,n,False
1712,3902,647.78200,s,False
1713,3036,703.98053,s,False
1714,1214,876.49046,s,False
1715,3626,663.12918,s,False
1716,1631,805.76023,n,False
1717,2847,714.34391,n,False
1718,1372,848.60863,s,False
1719,1292,863.18862,s,False
1720,1282,865.03854,s,False
1721,1353,853.77241,n,False
1722,2620,733.52691,s,False
1723,3524,670.44294,s,False
1724,1306,860.74154,s,False
1725,2014,780.85640,s,False
1726,4003,641.03000,n,False
1728,3908,647.19516,s,False
1729,3110,698.92185,s,False
1730,4590,580.40053,s,False
1731,1503,823.33885,n,False
1738,3042,703.40949,s,False
1739,4352,616.27307,s,False
1740,4331,619.63661,n,False
1741,4332,618.47354,s,False
1742,3607,664.72478,n,False
1743,2798,721.43986,s,False
1744,1454,833.31331,s,False
1745,2916,708.30238,s,False
1746,1502,824.35767,s,False
1747,4529,587.65500,n,False
1748,4108,635.46632,s,False
1749,1726,799.50233,s,False
1750,1479,828.10036,n,False
1751,1439,837.21146,n,False
1752,1427,838.21065,n,False
1753,1731,799.57413,n,False
1755,3517,670.02565,n,False
1756,4596,581.45482,s,False
1757,1042,902.04993,s,False
1758,1208,877.69612,s,False
1759,4442,598.01586,s,False
1760,1914,789.23181,s,False
1761,908,916.03807,s,False
1762,1115,888.30145,n,False
1763,4533,586.62551,n,False
1764,3212,692.00464,s,False
1765,3622,663.91669,s,False
1766,4568,582.79021,s,False
1767,4370,611.39612,s,False
1768,1720,800.54432,s,False
1769,3218,690.91222,s,False
1770,1212,877.01312,s,False
1771,3101,700.45435,n,False
1772,3515,670.59565,n,False
1773,1308,860.51406,s,False
1775,1300,861.64606,s,False
1778,3300,687.79531,s,False
1779,3320,684.89843,s,False
1780,1509,822.61978,n,False
1781,2442,743.67918,s,False
1782,1498,824.90415,s,False
1783,1144,888.94595,s,False
1784,4526,588.22429,s,False
1786,1230,874.07141,s,False
1788,1566,812.77235,s,False
1790,2011,781.38522,n,False
1791,1072,899.01982,s,False
1792,1832,793.00603,s,False
1794,1240,872.32332,s,False
1795,2604,735.67863,s,False
1796,4000,642.36726,s,False
1798,2131,769.46022,n,False
1801,4310,622.33811,s,False
1802,2609,734.64717,n,False
1804,4320,620.60614,s,False
1806,2208,757.19465,s,False
1807,1364,850.33437,s,False
1808,4590,580.40053,s,False
1809,1910,790.31632,s,False
1810,4240,625.36629,s,False
1811,2608,735.04751,s,False
1813,1243,871.88565,n,False
1814,1351,854.00396,n,False
1815,1489,825.86413,n,False
1816,1283,865.14703,n,False
1818,1112,893.63443,s,False
1819,2719,728.10217,n,False
1820,3220,690.54002,s,False
1821,1397,845.91058,n,False
1823,1357,852.87231,n,False
1824,2420,744.73868,s,False
1825,1488,826.23819,s,False
1826,1549,815.20413,n,False
1827,3719,658.68630,n,False
1828,3927,643.70753,n,False
1829,2929,705.98348,n,False
1830,2841,714.86174,n,False
1831,1050,901.50957,s,False
1832,1550,814.58653,s,False
1833,4444,597.73896,s,False
1835,1192,880.88601,s,False
1836,2829,716.61717,n,False
1838,4318,621.00176,s,False
1839,1161,886.09565,n,False
1840,1931,783.79522,n,False
1841,1226,874.98713,s,False
1842,4232,626.46755,s,False
1843,1247,871.39051,n,False
1845,1486,826.67615,s,False
1846,1346,853.67222,s,False
1847,1188,881.68558,s,False
1848,1527,819.32102,n,False
1849,2511,738.27512,n,False
1851,1190,881.58104,s,False
1853,1270,866.92250,s,False
1854,1456,832.70947,s,False
1855,3727,657.50870,n,False
1856,1538,816.37214,s,False
1857,4584,581.17491,s,False
1858,1355,853.52145,n,False
1859,4201,630.79279,n,False
1860,2723,727.45217,n,False
1862,1826,794.08256,s,False
1864,916,914.44055,s,False
1865,1921,786.02257,n,False
1866,1330,856.41180,s,False
1867,3115,698.30935,n,False
1868,1343,854.38078,n,False
1869,4403,605.24937,n,False
1870,4020,639.63437,s,False
1871,3323,684.37652,n,False
1872,4314,621.74829,s,False
1873,3526,670.18312,s,False
1874,1370,849.22854,s,False
1875,2506,739.67665,s,False
1876,1142,889.40295,s,False
1878,3916,645.97836,s,False
1879,2146,765.07790,s,False
1880,4415,603.87087,n,False
1881,1116,893.12351,s,False
1882,1126,891.77331,s,False
1884,1408,841.25931,s,False
1885,4586,580.89746,s,False
1887,1204,878.42730,s,False
1888,1558,813.24585,s,False
1889,1546,815.30781,s,False
1890,3530,669.88557,s,False
1891,2850,712.87043,s,False
1892,4013,640.25000,n,False
1893,1302,861.41882,s,False
1894,3724,656.52252,s,False
1895,2156,763.34036,s,False
1896,4592,580.67798,s,False
1897,4236,626.03446,s,False
1900,1276,865.88718,s,False
1901,3909,646.39370,n,False
1903,3914,646.29222,s,False
1904,1508,822.43573,s,False
1905,4306,623.13113,s,False
1907,3827,649.25370,n,False
1908,2135,768.93522,n,False
1909,3225,690.63935,n,False
1910,1515,821.02426,n,False
1911,2160,762.76849,s,False
1912,2154,764.07203,s,False
1913,4514,589.94467,s,False
1914,3004,706.92504,s,False
1915,4326,619.60879,s,False
1917,4586,580.89746,s,False
1918,1800,797.88608,s,False
1919,4221,627.52180,n,False
1920,1206,877.80489,s,False
1921,1710,802.06005,s,False
1922,1350,853.02830,s,False
1923,1476,829.44616,s,False
1924,4231,625.83074,n,False
1925,1824,794.30830,s,False
1926,1166,885.94920,s,False
1927,4551,583.73777,n,False
1928,4447,597.58109,n,False
1930,4368,611.55796,s,False
1932,1080,898.22592,s,False
1933,1466,831.17811,s,False
1934,1148,888.47281,s,False
1935,2811,720.45717,n,False
1937,3129,696.28935,n,False
1938,1366,850.15821,s,False
1939,2006,782.02425,s,False
1940,1805,797.32022,n,False
1941,3230,688.95133,s,False
1942,1205,878.78529,n,False
1943,3335,682.28134,n,False
1944,1246,871.22880,s,False
1946,3226,689.74567,s,False
1947,3208,692.87420,s,False
1948,1808,796.54498,s,False
1949,2501,739.91217,n,False
1950,4242,625.15984,s,False
1951,4360,612.45089,s,False
1952,2939,705.51435,n,False
1954,4570,582.51287,s,False
1955,3528,670.05905,s,False
1956,3306,687.00084,s,False
1957,1620,806.92994,s,False
1960,1202,878.53109,s,False
1961,4594,581.17738,s,False
1964,1290,863.47109,s,False
1965,1290,863.47109,s,False
1968,1452,833.88199,s,False
1969,1344,853.90251,s,False
1970,2425,743.20889,n,False
1971,3118,697.33468,s,False
1972,3605,665.40478,n,False
1973,2115,771.85522,n,False
1974,2522,737.21465,s,False
1975,3228,689.37347,s,False
1976,4238,625.59715,s,False
1977,2836,715.53045,s,False
1978,2106,772.19193,s,False
1980,2856,711.73815,s,False
1981,3501,672.29565,n,False
1982,2834,715.74819,s,False
1983,1111,892.90065,n,False
1985,4522,588.66820,s,False
1987,2600,736.19435,s,False
1988,1292,863.18862,s,False
1989,4033,638.36564,n,False
1990,3606,666.32880,s,False
1991,4328,619.45194,s,False
1992,3936,644.05475,s,False
1994,2514,738.21475,s,False
1995,1065,898.08761,n,False
